Owner Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price
345422,7.73,7,2,35863,7101592.47
503629,5.5,8,3,35094,8187576.74
416171,5.52,6,2,26602,3931926.39
593397,5.6,6,3,53950,11973991.19
434945,7.31,6,2,37575,10024090.09
468531,4.75,6,2,41834,6170107.44
510657,5,6,2,24999,4757393.2
450030,8.04,6,2,33405,8156681.26
637322,6.38,9,3,37087,15332370.27
523355,6.88,8,6,41102,13212705.66
474390,6.57,7,2,43254,9078173.79
387814,5.07,7,4,41186,5888936.13
432621,6.82,8,5,34559,7778042.65
558271,8.52,7,5,42128,14319856.74
441609,6.41,7,4,41736,9311340.64
517055,6.12,8,3,34509,10758950.09
406581,5.57,7,3,30542,5334913.22
341985,5.39,7,5,36994,5151665.19
444892,7.03,6,4,25155,6576436.37
452172,5.54,8,6,48444,9700429.69
495019,5.36,7,3,49099,8471288.14
388619,5.38,6,4,40537,4570937.77
393001,5.49,5,4,46897,5912868.5
448539,6.3,7,4,48698,8300206.74
449008,5.32,7,6,33562,7158967.9
408709,7.04,9,3,40570,11470425.05
434651,4.79,6,2,44095,5263667.99
636181,6.27,6,4,41950,12397258.44
439124,5.8,7,3,22165,5173193.76
620837,8.02,8,3,29837,14678844.53
558656,6.02,8,5,45334,13325626.44
557424,6.46,8,5,50954,13174830.27
591136,6.16,5,4,38603,10366221.6
553511,5.46,6,4,34898,9133524.82
398160,7.81,7,6,55439,9851042.95
468223,7.08,5,4,20501,5904753.19
432075,4.49,7,4,20743,5341652.61
469658,5.87,5,4,27884,5202486.94
497798,6.14,6,4,37714,8309796.81
456071,5.89,6,3,47985,8171952.18
423598,6.29,7,4,31407,8123682.42
364966,5.01,7,2,32690,4393552.8
574098,4.71,6,2,42211,9308600.35
471317,5.38,8,6,40755,7908588.59
375200,6.55,9,3,28163,6689826.71
417263,4.93,8,5,37433,5198516.05
468930,4.84,6,4,6822,3432370.2
720167,6.47,6,3,21052,12284564.04
574427,4.21,6,4,23404,5921231.68
402976,6.54,7,4,34385,6647790.87
504833,6.24,8,3,45543,9331104.37
397012,5.8,7,4,37251,6895823.41
432754,6.41,8,5,19414,8164353.82
498085,5.07,7,3,41454,8033797.1
588868,6.07,7,4,33946,10218843.53
562247,6.89,5,3,34230,10240926.43
534919,4.65,7,4,49033,9720173.68
381087,7.15,5,4,20981,4131394.19
499870,4.85,9,7,32504,8795287.48
530040,6.7,6,3,45343,10467733.5
338849,4.5,8,4,43536,4125466.8
536403,4.37,7,6,35441,8893520.09
442939,6.97,6,2,31713,7685428.87
377790,7.13,8,6,43352,9869603.1
487081,6.06,7,4,51250,10154336.22
519897,5.1,7,6,42021,9580692.1
503461,6.17,7,6,21016,7907079.88
551544,7.32,7,6,43264,12568121.3
500703,5.81,6,3,36200,7793202.9
519456,6.26,9,3,25507,9437552.39
447223,5.55,6,2,34442,7938879.55
510461,3.46,6,4,23534,4656868.86
433706,6.07,8,4,39953,8384186.44
407127,5.6,6,3,29453,4382141.19
468153,6.02,9,5,42625,11520901.35
338660,7.18,8,6,50711,9484814.85
352359,4.85,6,4,32299,2736639.15
560119,6.18,6,4,32263,8585090.36
564858,6.57,6,2,46250,12392605.26
610785,5.26,7,6,37348,10676439.55
458360,6.95,7,3,34583,8321329.24
517783,5.89,8,3,36026,10623851.77
436695,6.5,8,3,48420,9543238.95
562289,8.4,7,4,32188,12184702.11
419440,5.4,7,5,62390,10539399.15
502586,5.63,7,4,30878,7510405
482349,6.9,7,2,20741,8448521.55
347368,6.85,7,4,48252,7649667.2
502446,5.92,7,4,37634,9832354.63
487270,6.99,7,5,32736,10385801.3
454657,6.86,8,4,29343,10130272.81
512820,4.76,8,3,53578,10546558.12
424039,6.51,8,6,27657,8191184.82
461062,3.82,7,3,19070,2854032.58
515186,5.7,8,5,34258,9411663.87
513667,6.08,8,3,45901,11791883.04
459494,6.46,5,2,19735,5138710.43
355292,5.43,7,2,40714,5270654.27
345744,5.57,8,3,53766,8477770.56
429982,6.54,6,2,24518,6994712.41
478352,4.91,7,3,31342,5690008.52
557424,5.27,7,5,38074,9065102.34
420952,5.56,6,3,24668,5074957.23
450639,5.21,7,2,43013,7882963.76
504826,7.28,6,2,39488,9859852.94
620634,5.65,6,3,37332,10668748.72
475839,6.98,4,4,24246,5767050.73
586103,6.34,7,3,35187,10650689.28
297241,6.9,7,3,58412,7658190.33
417305,8.41,6,4,32164,8814334.97
520912,5.56,6,2,27386,7026863.69
425306,6.71,7,4,26973,8435967.26
536466,5.84,7,2,36237,9835417.48
489342,5.96,7,4,45734,9878864.87
607138,7.62,8,4,19899,12559500.94
514633,5.62,7,4,36148,6936258.35
534044,5.43,6,2,29856,7156397.99
673519,5.17,7,6,42296,12787751.34
431802,5.12,6,3,36060,4956318.99
397348,6.33,6,4,30911,5255273.94
430059,7.06,9,5,25887,10120121.41
570430,5,7,5,10504,6970482.12
500493,5.11,7,3,29684,8341378.08
612185,7.1,9,4,32313,14118375.18
340487,7.38,6,2,52055,7404869.43
407386,5.06,5,3,16253,2500754.83
499947,5.74,6,4,32969,7748832.49
511329,5.23,8,5,37643,8866315.85
452326,5.58,6,4,18869,5638036.18
418824,3.93,7,3,36931,5961437.37
532168,4.97,7,4,44324,9884680.26
438956,7.63,7,6,29894,9377453.33
362922,5.02,8,6,24285,4490389.68
484407,5.56,6,3,42574,7767658.92
466501,7.23,9,3,32035,11683889.56
569632,7.41,6,3,40152,12521804.68
349496,6.79,8,5,56983,9464672.35
516124,4.92,8,7,36735,9583117.46
452998,5.56,6,3,13385,3398735.76
484449,7.47,8,6,27666,9828253.89
544453,6.85,6,3,46402,11180070.3
562590,7.25,7,3,32517,12147381.82
442176,8.31,7,5,20989,8184168.93
547162,4.54,6,3,41571,7994793.66
513667,6,7,4,32384,9576748.09
482790,5.72,6,2,41808,7200554.13
511483,7.27,6,3,42930,9580846.1
592830,5.89,7,3,34859,10019707.67
406280,4.64,8,3,36479,7428460.97
463498,6.27,7,4,47832,9259479.32
525707,6.66,8,3,50730,12014263.45
348152,5.11,7,2,24032,3258498.67
462476,5.98,7,3,28057,6903997.66
459851,6.46,8,6,39935,9913670.06
570101,6.2,7,4,35593,10187282
549773,6.05,7,3,43061,10710476.07
492093,5.7,7,2,33147,8208337.2
452319,7.62,7,4,27995,8220023.56
461762,7.88,6,3,42711,9399730.76
562611,5.58,5,3,36651,9685562.81
505771,6.76,7,4,23559,8398322.03
426363,5.34,7,2,25406,4937402.82
473571,4.75,8,5,44353,10085169.29
314083,6.72,7,2,43155,6305958.12
573482,7.09,7,6,36974,14120224.93
490210,5.52,7,3,23650,6658706.95
513114,5.38,7,6,43445,8555939.63
347942,4.61,8,3,58760,7564371.5
409458,6.53,6,4,29985,5335462.86
314993,5.48,7,4,37554,4381932.1
612297,6.46,6,2,58077,14216374.34
489650,6.83,6,4,44521,10240131.86
546742,6.68,8,3,40877,11464888.82
564543,6.04,6,4,18776,7323338.12
573293,5.76,7,4,31764,10704972.88
514654,5.62,8,5,38384,11142556.04
669228,5.92,7,6,36505,12711443.15
469679,6.09,7,3,27192,7191995.02
521710,7.28,7,2,34316,10787891.38
433811,6.37,7,3,28466,7223868.96
542143,5.03,7,2,30055,8130204.95
486234,3.99,8,5,46159,9219285.18
478142,4.4,5,2,49181,6356091
541478,5.48,9,3,32343,10188883.81
589211,4.9,7,3,47937,10926091.47
465479,6.14,8,4,31227,9919333.41
571473,6.15,6,3,27015,9181579.82
508298,5.81,7,4,22995,8928480.12
502509,6.5,9,3,50679,11748432.71
522186,5.04,7,3,44569,9796268.3
420119,7.15,6,3,40414,8694780.01
626633,6.23,8,5,30158,13062247.87
341803,4.07,7,3,32451,2884402.08
317471,5.15,7,3,33340,3810244.83
552510,6.23,7,6,39668,10523289
473949,7.5,8,4,42391,12333468.7
511154,5.29,7,6,37091,8893804.22
450513,5.34,8,5,22734,5878219.76
482349,5.26,7,4,39014,7328604.5
487277,5.96,7,3,43804,9773688.4
500101,6.1,6,2,57716,11175078.04
507612,5.85,8,5,28698,9035491.43
347333,6.81,7,6,47311,7210116.48
451808,5.5,7,5,28596,5309995.6
455518,8.64,8,3,44551,13640584.58
535822,5.13,7,5,50481,11046987.35
481047,5.12,7,5,45765,9662477.23
417487,4.03,6,2,49671,5221974.31
450324,5.64,8,4,36650,8627264.8
579922,6,8,3,42652,13293955.78
461307,6.76,7,5,20429,7588445.48
512365,6.2,6,2,39906,9645578.39
481719,5.1,8,5,18444,6561278.99
533071,5.32,8,6,32925,8540933.52
476049,5.1,7,4,43750,8766916.83
416094,6.96,6,2,21243,5876173.03
453558,6.47,8,5,43961,9362304.63
570094,5.51,9,4,34050,10355068.99
600208,6.08,8,5,38564,13828768.94
397782,5.87,7,4,47608,8026462.78
541009,8.58,7,2,32406,12803710.85
450800,5.27,8,3,26605,7776522.81
461321,6.62,7,3,45208,9757281.73
372253,5.71,8,5,28707,4040177.89
434742,7.01,8,6,34672,10183844.86
426027,5.71,6,3,53548,9252202.19
520604,6.81,7,4,52209,10148806.43
523110,5.83,8,5,20696,8970761.59
473683,5.85,6,3,31752,7778989.12
490154,5.4,8,4,26768,7954434.53
318906,5.57,8,4,35043,4305389.76
466151,7.88,5,2,37635,9535673.35
519239,6.38,7,4,37195,9932844.81
479115,5.54,6,2,32851,6897376.29
466102,4.74,7,5,36338,7340530.19
499751,4.54,8,6,42077,7200781.28
403816,6.27,7,3,19900,4789799.77
585361,5.85,9,5,42329,12917277.52
549584,5.25,7,4,38180,9014490.1
384489,5.64,7,6,46470,7842933.28
427686,6.98,7,2,27467,7162435.28
526204,6.2,9,6,40621,13120905.77
373317,5.42,6,2,32317,4692498.3
386253,6.41,7,4,31270,7028497
504581,4.17,6,2,36471,6197658.53
404929,5.12,8,4,40209,7779522.1
579124,5.76,8,6,30486,10900932.42
408163,7.1,7,3,38000,9553824
511217,7.99,6,2,28426,10574614.61
583149,6.32,6,4,37963,11090224.25
336644,3.75,5,3,42693,2681145.81
450352,6.24,6,4,43218,7201323.29
445704,7.83,7,4,31779,10062208.52
443597,5.32,7,4,29646,7179911.13
390565,6.66,7,2,26448,6325656.4
433888,5.38,6,4,49838,8058327.48
486010,6.11,6,4,42969,8439946.97
517524,5.7,7,3,34197,9270643.27
337981,5.68,8,3,15782,4677284.57
468475,5.15,8,3,42591,8556884.14
411642,5.98,7,4,32721,7285339.81
495873,6.6,7,4,43347,11501603.96
399952,5.2,7,3,26915,6205755.01
321034,5.45,5,2,40339,4034492.21
491876,5.92,4,3,39144,7087818.43
518217,4.72,6,2,46785,8362164.93
506275,7.66,6,2,46351,11846160.13
493423,5.91,7,5,48797,10792224.03
318717,5.4,7,3,31000,2988343.26
355376,5.17,8,6,32501,5899445.93
389151,7.92,8,5,42068,11021688.86
623217,6.24,6,3,61402,14234827.46
545888,6.73,6,4,41723,10419746.12
483595,6.77,6,3,39230,8340949.4
426062,5.01,6,2,50843,6493741.94
547792,6.53,7,4,25101,10427674.25
464429,4.64,5,2,44644,6513453.31
474880,7.64,7,5,61073,12529996.08
410865,7.39,9,4,49961,11960419.59
489132,6.84,8,6,27380,10126179.84
469560,5.77,7,2,33434,8429498.21
503440,5.24,6,4,29506,7621840.03
507437,5.45,6,4,17981,4894559.88
457478,5.76,7,3,33947,8435799.61
535451,6.79,8,3,41848,12333723.99
353514,7.41,7,3,37594,9005341.8
405594,5.47,6,3,33388,5712407.54
426552,5.69,7,3,26704,6123287.03
302344,7.55,7,3,34134,7382248.86
466417,6.77,7,4,61362,11999863.89
480872,6.38,7,4,41857,11210691.87
357182,4.87,7,4,23853,2982703.36
616378,5.76,7,3,22290,10182894.61
352541,5.58,5,2,23611,2199174.81
464247,6.29,7,3,16803,6535264.82
538482,5.98,6,3,45836,9475447.87
524335,5.98,8,5,41191,11111505.65
533050,7.24,7,3,31567,10203710.37
459508,6.35,7,6,48882,8861491.52
524370,5.95,7,6,39408,10938011.42
351687,7.1,7,4,53805,9633027.67
386113,5.72,7,3,27912,5353599.16
450093,7,7,3,36000,8448908.23
394436,6.34,5,2,23477,4544564.57
683683,6.89,7,4,43203,14715711.5
489790,6.84,7,4,33649,10009662.6
443821,5.53,7,2,32621,5827918.6
483637,7.08,7,5,32708,9375125.62
405139,3.49,6,4,36800,4057970.77
460026,4.91,4,4,54799,6970051.41
431214,5.5,6,2,17410,5218666.88
461055,5.74,8,6,18092,7031301.62
372610,6.27,10,3,27361,9180026.73
599788,6.6,5,3,26429,8728558.65
551544,5.74,7,4,29578,9390146.99
446810,4.59,7,4,29863,7142358.16
419510,7.06,7,4,44095,9246279.07
566293,5.56,7,4,37530,10104290.28
335335,6.29,8,3,33854,6188106.61
497483,4.75,9,6,35724,9488898.65
473354,5.81,5,4,35360,5889747.43
423066,5.1,6,2,30462,4337649.75
543396,6.22,7,6,26257,10128879.32
631715,6.85,6,4,17771,11029760.28
521080,4.18,8,5,44079,9461478.88
565733,6.21,8,4,34536,10806611.55
511021,5.15,7,4,23500,7708676.43
468748,5,7,3,36044,7239266.65
515319,4.95,7,5,29735,7975523.01
481257,4.98,7,6,25505,7814462.25
550858,5.79,6,3,44210,10682093.31
450226,6.57,6,2,22296,7140686.28
503573,6.99,8,6,40054,11319505.96
503076,6.45,8,5,42188,10972375.89
593992,4.27,5,4,43120,7939913.94
510790,4.83,8,4,40263,10043621.42
480193,4.53,9,5,44340,8643860.47
452515,3.23,7,2,45330,6043703.19
438739,6.24,6,2,50163,8724872.38
443667,5.34,6,2,40217,6530855.52
514605,6,8,4,35015,10276212.87
409626,5.99,8,4,44011,7614620.23
420105,6.12,9,5,27855,8823391.22
516068,6.51,6,3,33025,7147854.35
572957,6.39,4,2,42635,9628270.89
570913,5,5,2,45778,8573546.52
434287,6.69,7,3,46070,9638286.42
538552,5.4,9,7,25764,11495149.54
493948,6.34,6,4,36308,8474017.02
496202,7.49,5,4,39730,8726166.12
362194,4.98,7,3,45458,5684413.42
432810,6.1,7,3,37688,7383992.21
515081,7.43,6,4,36760,9691025.05
517993,5.7,5,3,49947,7931885.36
435897,5.49,8,5,56626,10293338.93
433601,7.2,7,3,41205,9287862.22
497756,5.34,8,4,39238,10093693.4
542402,5.8,7,4,33297,8947433.46
395619,5.32,7,2,34170,5627438.67
602910,7,6,4,43393,13160889.42
490210,6.22,8,3,26783,8832008.22
479143,8.39,10,3,20146,12671109.43
486626,6.73,7,3,36570,10692446.38
440384,6.28,6,3,39738,7931590.24
546427,6.38,6,2,47152,10438016.68
502005,5.32,5,3,28294,5971999.67
412797,5.69,8,6,18992,6815821.32
628019,5.22,7,6,60887,14741942.53
412622,6.64,4,4,47226,6638568.79
616630,4.19,8,4,55834,11490315.62
428883,4.76,8,6,41079,6995588.6
545370,4.64,6,4,28127,6882262.59
500507,7.76,6,4,33742,10079248.41
539343,5.61,6,2,19147,5687585.68
507325,6.7,7,3,33307,9131583.3
489062,5.83,7,2,48601,8723890.07
548485,5.41,7,4,26741,8939784.84
535787,5.66,8,3,45686,12143699.12
481453,5.2,8,6,18901,6089468.42
364245,6.96,7,2,20445,6732092.29
643566,5.15,7,4,19332,8870055.88
465276,7.48,7,4,59258,12741326.71
436793,5.03,7,4,29409,5014412.41
444339,7.58,7,5,28894,8430804.34
471779,7.04,8,3,42768,10925635.49
562597,7.5,8,4,18859,11509694.14
449939,6.99,9,4,40729,11104185.12
413595,7.09,6,2,42956,7512778.98
385280,6.11,5,4,58041,7636222.72
544621,6.65,7,5,42091,10977271.27
348369,6.66,7,4,40776,6495852.37
397187,5.79,9,6,26252,6895048.93
461335,6.31,7,3,43800,11454904.23
511140,7.28,6,2,50932,10797420.83
402654,5.32,8,4,29113,5643791.16
500409,4.92,7,2,41479,7709388.33
567756,6.54,8,6,40937,12511271.57
504049,5.72,7,2,37402,8649152.96
462504,6.35,7,2,19935,7235384.87
508585,5.92,7,3,38039,9350938.31
424802,6.24,7,6,27531,6604288.67
567315,6.18,6,4,38512,9680987.75
408233,6.64,7,4,29492,6014461.04
459725,6.58,7,4,34493,8642407.2
552020,5.83,7,3,38199,8741916.47
530915,5.88,7,4,31903,7762387.57
543312,6.2,7,2,36592,10264882.53
391916,7.19,6,3,55043,10178245.07
557004,7.28,4,3,43602,10200614.55
476700,4.92,6,2,35347,5862781.19
486423,3.39,8,5,28390,4861304.77
666484,6.4,9,4,43890,14978078.78
409731,5.25,7,4,49321,8997185.68
433125,5.9,6,4,35833,6825040.39
562954,5.93,8,3,51383,11630048.36
287455,5.09,7,5,37601,3900601.46
482202,5.64,6,3,21689,6099276.82
494599,7.25,6,2,22744,8725396.26
547393,5.1,6,2,50241,10438071.21
444752,6.64,8,6,45842,10728774.35
400344,6.11,6,2,21519,4523737.26
621131,4.74,8,4,32506,9785604.57
324002,6.39,9,3,42246,8073251.2
502600,4.63,7,3,33178,7945214.76
445907,6.53,6,2,52554,9187268.79
430612,5.45,8,4,44913,8568013.09
467250,7.16,6,3,46554,9762463.55
599683,5.33,8,6,24273,8526876.47
374934,6.32,4,3,17964,1864092.16
427945,5.51,6,4,49167,7367973.9
494501,7.86,8,5,24299,10223156.86
536452,5.77,6,3,39793,8437645.37
519603,6.74,6,2,20043,7772758.21
481201,6.07,7,4,34009,8529963.82
295722,4.88,7,4,53671,6040060.74
403424,5.65,5,4,33884,4935703.57
497469,4.52,6,2,43420,7785363.25
502698,5.14,8,3,27308,7349869.45
561085,7.01,6,4,45609,11551884.26
498603,4.85,7,4,27169,4898511.24
456274,3.64,7,4,32730,5453742.14
456806,8.25,8,3,44353,12239322.83
559923,5.35,7,4,53110,10850255.64
347648,4.5,6,3,29404,4067944.72
515053,7.59,8,5,37368,10764359.62
531062,5.74,7,3,30351,6825381.99
546343,4.68,7,4,28727,6935079.55
486122,6.26,8,3,22578,7649903.1
511042,4.2,7,3,36706,8521163.91
547029,7.26,6,3,30040,11355831.69
448301,6.76,8,4,21351,9019431.89
678293,4.4,7,3,50293,11880970.43
525420,5.57,8,6,18699,8696218.93
679532,5.96,7,2,39916,13784358.84
526750,6.62,7,4,34098,9931065.62
427693,5.11,7,4,33249,5211151.61
303807,7.04,7,3,24589,5157721.66
533603,6.3,8,5,46694,12744167.59
494893,4.81,6,3,26598,5594337.28
411033,6.15,7,4,44957,9073680.77
512666,7.18,6,2,33995,9392059.88
355726,4.47,8,5,34818,5397014.56
422086,6.58,7,6,33621,8706236.84
444906,6.26,7,4,37970,7966256.2
480935,4.92,7,3,40183,7141021.79
510958,6.58,7,3,40450,10549251.09
376936,5.4,6,4,23853,3989137.39
440944,5.91,7,3,23117,6071177.42
581035,4.46,6,4,44195,9277481.57
515900,8.18,7,5,34446,11976762.28
313838,6.44,6,4,40784,5302283.14
486472,5.96,10,3,36249,10155507.46
508074,4.29,6,2,26765,7030380.28
538363,4.96,9,3,57323,13705894.58
494606,6.72,8,6,32689,8835309.28
506842,4.45,6,2,32749,5027309.14
440258,5.21,8,5,35594,8900632.72
536389,7.49,7,2,20782,9337970.95
474467,6.01,7,4,43571,9970726.36
518028,6.71,6,3,25909,7550040.89
434042,5.74,9,4,53450,10758293.56
466886,5.39,7,4,40558,8161127.17
521934,5.35,9,6,18598,8161143.69
474005,4.75,6,4,38555,7699422.01
343385,7.74,9,4,26841,8712417
465395,5.7,7,3,28003,6114564.33
510300,5.22,7,4,39311,8896496.21
469532,4.07,7,6,35182,6983330.76
344393,6.38,7,2,44787,6397849.99
394618,5.71,7,3,35085,5993453.2
546539,7.16,6,3,40737,12105745.4
497721,5.68,8,5,59442,10631514.32
419335,5.13,6,4,35189,5265176.49
473711,6.33,8,3,39902,10856517.49
469868,5.45,7,4,56400,9294647.11
456918,9.52,6,2,25621,9799345.15
432796,7.4,7,3,31309,8649142.81
350287,5.98,9,3,68312,11386735.43
482090,5.28,6,2,42188,7699717.48
393729,6.95,8,3,36910,9024335.32
558341,6.08,6,3,53615,10089185.19
354627,5.79,5,4,44262,5803900.62
456001,7.81,7,4,42575,10102598.03
375487,4.51,8,5,36472,4312398.72
390019,5.04,6,4,42051,5663402.22
477876,5.91,7,4,35935,9687568.59
584115,5.31,6,2,44808,10601885.56
536270,3.77,7,3,55430,8502824.26
550802,7.02,7,5,34768,11707117.45
603631,4.28,9,6,38437,10477437.81
531069,6.59,7,3,32320,9858994.32
513996,6.54,7,6,42332,10132450.72
524965,5.09,7,3,41652,9110406.83
411453,8.19,7,6,38936,10309666.43
348299,5.79,8,6,44877,6827689.26
497945,6.47,8,3,15442,7620895.8
580440,5.78,6,3,44985,10693734.59
416444,4.39,8,6,46608,7549741.85
492548,7.22,6,2,22201,7379744.47
496629,6.55,5,3,41819,8499838.9
550522,4.08,8,4,17552,6446660.99
512911,6.29,6,4,36791,7930887.72
588805,7.86,7,4,21777,12120950.66
556031,5.12,6,2,40078,8656431.63
487536,6.15,7,2,41612,10315764.2
557473,6.41,9,3,37130,12968091.64
537992,5.51,6,4,29382,8784566.98
575393,6.65,7,5,33609,11470630.01
509698,6.49,7,2,37883,9569912.45
526176,6.5,6,4,32966,9295727.7
493556,6.23,7,2,41981,9324300.37
328524,7.53,7,3,22190,6252506.68
420959,6.55,7,2,15994,5828838.26
462189,4.17,6,4,43645,6196744.26
533134,5.46,7,3,13802,5008223.29
487102,6.39,9,3,35254,10569734.14
608013,5.7,8,3,46560,13598481.89
477274,5.98,6,4,41934,8227024.12
422653,8.14,8,4,43552,11728663.59
388010,5.65,7,3,36332,6204247.14
350112,5.58,6,3,29559,3481576.28
346948,5.22,8,3,23819,3798178.93
519960,6.93,7,5,26947,9954028.07
513947,6.63,8,5,35631,10439030.35
519771,4.94,8,5,26957,8954958.6
560511,6.76,8,4,32416,12872891.08
472507,5.7,5,3,27413,5655414.17
486990,5.18,8,4,27113,7536215.33
573986,5.41,4,4,38628,8630106.52
477596,6.11,6,3,38295,7267077.65
519267,5.82,6,4,31462,7981463.56
460607,5.97,7,4,42607,9135712.39
495040,5.49,8,3,29301,7308122.01
416941,6.17,8,4,24196,6345806.39
401184,5.68,8,6,38930,8406221.39
535136,6.85,7,3,23215,9888337.97
482545,5.89,7,3,27479,7764825.95
519918,5.42,8,7,32789,9430418.06
574805,6.74,7,4,46052,12575723.3
403697,6.26,7,4,30496,6726335
476434,5.78,8,3,30689,8790154.87
513345,5.31,6,2,32271,6545429.17
611065,6.1,6,2,23400,7816761.05
545790,5.36,8,4,29941,10635907.45
468979,6.51,8,3,55761,12521505.22
484631,5.28,8,5,23728,8010233.56
487802,5.37,8,5,41008,8039556.21
424655,5.5,7,6,37713,7204912.96
425866,6.86,7,2,58169,10807765.01
496615,5.76,7,4,18268,7209662.67
443156,6.06,8,4,31957,9008822.9
484680,4.74,8,3,34501,8188157.53
369880,6.86,7,4,40737,8878947.7
360360,6.2,9,5,29803,6915817.23
433699,5.31,7,4,32898,7902265.84
583863,6.22,6,2,59347,12394767.91
482671,5.17,7,2,13008,3981897.78
468370,4.06,7,3,34625,5751192.93
452956,6.37,6,2,23746,6522133.52
370538,6.9,6,4,44767,8530450.95
572215,7.15,7,3,21021,11386619.72
557648,6.68,5,3,32807,9089338.23
462280,4.57,5,5,28616,5266500.96
518553,7.47,7,3,32447,11874376.78
614152,7.01,5,2,28114,11047024.38
403606,5.39,5,3,35438,5122006.82
541912,6.05,7,4,11915,7068982.9
580076,4.59,7,5,20958,7781591.37
534772,7.26,6,3,49785,11382876.19
381171,5.64,7,5,40552,6999794.76
499667,5.78,8,3,36428,9071771.73
449358,8.06,7,3,42962,10821049.19
542598,5.56,7,3,34958,9526375.11
705187,5.87,7,4,26041,11514461.56
527744,6.48,6,3,43359,10050388.39
621047,5.99,7,3,30966,10702911.24
530740,6.7,6,4,28939,9611745.99
381479,5.61,7,4,29180,5293516.06
512785,5.41,6,3,41369,9891738.43
470239,5.98,10,4,40456,10082224.32
436506,6.87,7,4,35366,8485934.52
483420,5.89,7,4,35742,9495776.57
426391,7.25,7,2,25280,7393579.83
420350,5.66,8,5,41799,9693512.22
525168,5.91,6,4,35673,8361082.03
499268,4.09,6,2,27362,6007117.34
500010,4.57,9,5,45173,10297219.94
508529,6.29,7,5,51127,11386150.93
359373,6.29,7,3,28732,5470669.26
521052,3.53,6,3,51546,9306647.98
431809,5.51,7,3,45279,8475787.39
484995,5.49,7,3,37681,8814141.49
463330,8.3,8,6,24912,10481640.26
411922,7.97,6,3,37979,8117899.79
572761,5.3,9,3,31556,10893795.08
443478,4.89,7,4,37718,6528312.49
619717,6.3,8,6,34410,12894461.65
503307,6.72,6,4,36966,9900064.3
508529,4.96,8,4,35629,8995133.98
529844,4.64,6,2,24437,6069314.72
474817,6.5,8,4,10841,7539414.12
496531,5.34,6,3,40092,7620444.72
320250,4.81,6,3,39693,3462263.21
399420,4.51,7,3,36854,5370503.6
526015,7.52,9,6,21261,11610003.02
499541,7.29,6,4,27965,9159556.84
491190,6.23,8,3,35197,8519150.64
396039,5.85,6,4,38519,6581604.61
399511,5.64,8,5,39652,8459207.75
550753,6.45,9,3,57410,14575653.68
490644,5.97,5,4,37410,7570480.96
342699,6.75,6,4,28742,5696082.77
368949,5.93,7,3,37737,7114110.08
485016,6.52,8,5,52970,12479627.09
447426,5.1,8,4,48670,7665245.77
543907,7.8,9,6,49495,15311285.08
589701,6.21,6,2,30240,9566677.33
538314,6.05,8,5,50668,12093148.48
486710,4.21,7,5,23887,5706334.55
475356,6.23,8,3,32950,9684556.42
437899,5.74,7,3,33986,7857946.74
487704,5.28,8,6,31800,7413796.04
467495,6.03,8,4,33872,10363090.71
498106,5.05,6,3,30221,7118099.87
485534,5.11,6,3,30185,4778429.6
451465,6.06,6,4,17477,4800429.2
425586,5.01,7,3,43682,6573973.21
567385,7.61,6,3,45684,12110721.91
483791,5.95,5,4,48475,9075029.46
556213,6.46,7,3,46292,12775500.15
468062,6.47,7,5,32428,7882595.98
427819,4.81,7,4,32508,5109925.45
511399,5.57,6,4,45566,8282907.57
538384,6.43,6,3,27891,7901895.47
455105,5.38,7,4,23417,7068817.91
537019,5.58,7,3,22276,7037746.94
443317,5.72,8,4,20384,6884739.05
405979,6.46,9,4,45787,11388254.85
519848,5.56,7,3,47367,9657697.49
421708,6.68,8,3,33350,9095292.01
545853,5.01,7,4,39731,8135342.53
514213,6.46,5,2,31514,7395938.2
517349,5.48,8,6,37171,9065696.08
361396,5.11,9,4,32713,5725571.46
674786,4.45,6,2,22682,7377765.01
477008,7.2,7,5,33489,9995230.35
409836,6.87,7,6,40084,8585081.75
546378,6.93,5,2,16144,6831453.02
542171,5.91,8,3,53100,11649033.48
530103,7.1,4,2,46231,10625455.89
427567,5.74,8,3,25628,7928635.54
504840,4.99,8,5,49376,10133701.69
535171,6.23,7,4,24442,8544137.07
371399,5.18,10,6,35763,8306637.57
441567,5.67,8,5,41562,8713523.14
468412,4.52,7,4,26897,6766032.14
491575,6.03,8,6,43719,11952464.44
396277,4.85,8,3,25495,5107492.18
515753,7.52,6,2,19414,8646008.7
399805,8.43,6,3,31202,8950330.34
442890,4.44,7,3,48532,7588081.9
481096,6.48,8,5,46415,12502600.25
403410,5.91,7,3,38749,7678569.01
566643,5.51,7,4,40034,11246218.76
424109,6.7,7,3,35684,9428783.7
295813,5.74,8,6,49216,5968922.82
551306,7.01,6,4,20453,7593341.21
333158,6.68,9,4,41311,7936698.56
381262,5.75,6,3,7235,2768662.75
366800,5.18,9,5,18117,5790877.61
482615,7.31,9,6,56617,14834233.82
513422,5.31,8,6,46245,11407017.23
516523,4.36,8,6,40940,7576591.19
462329,3.86,8,5,26535,4499669.79
531363,4,7,5,35040,7253939.42
592606,8.13,7,5,37068,13447199.99
476518,4.84,7,4,32061,7532227.85
349083,6.67,8,4,36326,6244275.8
422107,5.93,7,4,34196,6947966.34
526715,8.17,7,3,37411,10940210.54
